"","dg_d_1","dg_d_2","dg_d_3","dg_v_1","dg_v_2","dg_v_3","ca3_d_1","ca3_d_2","ca3_d_3","ca3_v_1","ca3_v_2","ca3_v_3","ca1_d_1","ca1_d_2","ca1_d_3","ca1_v_1","ca1_v_2","ca1_v_3"
"Gm14818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14819",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14820",0,0,336,56,0,0,0,1008,0,196,196,0,0,28,56,0,0,0
"Gm14821",0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14824",476,0,0,1820,1176,1204,252,1092,0,28,1400,336,364,112,2716,308,392,56
"Gm14825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14827",112,980,2156,8400,3864,8820,1232,980,1652,2296,3668,2940,2576,1316,1316,2240,140,896
"Gm14828",0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14829",0,0,0,392,1400,0,28,0,0,0,0,0,0,0,0,0,0,0
"Gm14830",0,0,0,28,0,28,0,0,0,0,84,0,28,56,0,0,56,0
"Gm14831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14832",0,0,0,0,0,0,0,84,84,0,0,0,0,0,0,0,28,0
"Gm14833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14834",0,0,0,0,0,0,0,0,0,28,0,0,0,252,0,0,0,0
"Gm14835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14837",0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
"Gm14838",0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
"Gm14839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14842",0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
"Gm14843",0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14845",0,0,0,0,0,56,0,0,0,0,0,28,0,0,0,0,0,0
"Gm14846",0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14849",28,56,28,224,224,112,56,84,84,28,28,0,56,0,0,0,0,0
"Gm14850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14853",112,0,0,112,84,1204,0,0,0,0,0,56,0,28,0,0,0,168
"Gm14854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14857",0,0,0,0,0,0,0,0,0,28,28,0,0,28,0,0,0,0
"Gm14858",0,0,0,224,0,0,0,0,196,0,56,0,56,0,0,0,0,28
"Gm14859",0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
"Gm14860",0,0,0,1232,0,196,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14861",0,0,0,0,0,112,28,56,0,0,0,0,364,140,168,0,0,0
"Gm14862",0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0
"Gm14863",0,0,0,224,0,28,56,112,0,140,84,84,28,84,0,0,0,0
"Gm14864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14866",0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14868",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14869",0,0,0,728,0,0,0,28,0,28,0,28,2576,112,532,0,0,0
"Gm14870",0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0
"Gm14871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14872",0,0,0,336,84,196,140,140,196,140,28,112,28,196,0,0,28,28
"Gm14873",0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,84,28
"Gm14874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14875",0,0,0,0,0,56,0,0,0,0,0,0,0,196,0,0,0,0
"Gm14876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14882",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14884",0,0,0,0,0,56,28,0,0,0,0,0,0,28,0,0,0,0
"Gm14885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14886",0,0,0,0,0,0,0,0,0,28,0,0,28,1568,28,0,0,0
"Gm14887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14889",28,0,56,28,0,28,28,28,28,0,0,0,0,0,56,0,0,0
"Gm14890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14891",0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0
"Gm14892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14893",0,28,0,56,0,28,0,0,0,0,0,0,0,0,0,0,0,28
"Gm14894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14895",0,0,0,0,28,196,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14897",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14899",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14902",0,0,0,0,0,0,28,0,0,0,112,0,0,0,0,0,0,0
"Gm14903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14914",0,0,0,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0
"Gm14915",0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
"Gm14916",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14929",0,0,0,0,28,56,0,0,0,28,0,112,0,0,0,0,0,0
"Gm14930",0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14934",28,0,0,28,0,0,28,28,28,28,0,0,0,56,56,0,0,0
"Gm14935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14936",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14939",0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,56,28,0
"Gm14940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14941",0,112,168,56,196,84,28,84,28,28,0,56,28,0,28,0,0,0
"Gm14942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14946",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14950",252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14951",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14963",448,196,140,224,140,1680,224,784,224,196,168,308,336,700,252,28,84,84
"Gm14964",0,0,0,308,1036,196,28,56,0,56,28,0,336,0,0,588,0,0
"Gm14965",0,0,0,84,0,0,0,0,0,0,0,168,0,0,0,0,0,0
"Gm14966",0,0,0,112,84,0,84,112,0,0,0,28,0,168,56,0,0,56
"Gm14967",0,0,0,0,0,0,0,0,0,28,28,140,0,0,0,196,0,0
"Gm14968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14969",0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14970",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
"Gm14971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14978",224,0,0,140,196,84,28,0,0,28,0,0,0,140,0,0,0,0
"Gm14979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14984",0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14997",0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15000",0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15007",0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
"Gm15008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15010",0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
"Gm15011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15024",0,0,0,0,448,0,0,0,28,0,0,308,0,0,0,0,0,0
"Gm15025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15028",0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,56
"Gm15029",0,0,0,0,0,168,56,140,1596,0,0,28,504,728,84,28,0,0
"Gm15030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15034",0,0,0,28,112,28,196,0,0,0,0,28,0,0,0,0,0,28
"Gm15035",560,1092,84,1204,448,5012,112,28,112,140,308,616,224,476,1176,364,504,196
"Gm15036",0,0,224,0,0,0,0,0,0,0,112,336,0,0,0,0,0,0
"Gm15037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15046",0,0,0,28,0,0,0,0,0,28,0,0,0,0,0,0,0,0
"Gm15047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15057",0,0,0,0,0,0,0,0,0,0,28,28,0,56,56,28,0,0
"Gm15058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15063",0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15064",280,56,140,336,112,224,112,196,28,56,56,56,56,0,28,0,56,28
"Gm15065",0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15066",28,0,0,56,0,112,0,0,0,28,0,0,0,84,28,0,0,0
"Gm15067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15070",1148,1260,0,168,140,616,56,0,56,168,616,112,1120,532,0,0,0,56
"Gm15071",0,0,84,56,0,0,28,28,336,84,336,504,84,392,56,28,56,0
"Gm15073",0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
"Gm15074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15082",0,0,0,0,1708,84,84,952,672,0,252,0,5124,1120,364,112,0,0
"Gm15083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15097",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15098",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15104",0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
"Gm15105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15120",0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0
"Gm15121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15122",28,28,0,112,168,0,0,56,252,0,168,0,56,196,0,28,0,0
"Gm15123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15124",0,252,0,0,280,0,28,196,28,0,0,56,0,0,84,0,0,0
"Gm15125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15129",0,0,0,0,28,112,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15138",0,0,0,28,56,84,476,196,0,252,56,224,0,1092,308,0,140,140
"Gm15139",0,1456,0,952,0,756,504,1540,0,952,1344,1764,784,392,812,560,28,392
"Gm15140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15146",0,0,0,28,28,140,56,56,0,0,0,28,0,28,0,28,0,0
"Gm15147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15148",0,0,0,0,0,0,0,84,0,28,0,28,0,0,0,28,0,0
"Gm15149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15152",0,252,0,280,0,28,0,0,0,84,28,0,28,0,56,0,0,0
"Gm15153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm15155",0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0
"Gm15156",0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
