"","143B-CA1-1","143B-DG-1","144B-CA1-1","144B-CA3-1","145B-CA1-1","145B-DG-1","146B-CA1-2","146B-CA3-2","146B-DG-2","147-CA1-4","147-CA3-4","147-DG-4","148-CA1-2","148-CA3-2","148-DG-2","148B-CA1-4","148B-CA3-4","148B-DG-4"
"Bcas3",126,117,151,66,144,161,69,91,8,4,0,37,103,240,43,21,190,53
"Bcat1",174,73,187,93,151,32,98,311,5,36,95,1,287,298,39,9,494,37
"Bcat2",0,32,14,13,33,16,3,40,0,0,29,0,3,48,61,0,54,7
"Bccip",85,56,78,27,58,38,29,63,9,0,9,1,83,76,64,0,66,59
"Bcdin3d",0,10,6,0,0,8,1,6,0,0,0,0,0,2,1,1,11,0
"Bche",0,0,0,4,0,0,6,11,0,0,7,0,13,0,0,0,1,2
"Bckdha",58,66,75,30,69,24,10,91,3,0,5,1,19,64,55,16,153,14
"Bckdhb",33,34,73,23,39,29,8,70,0,0,10,6,59,36,71,4,91,9
"Bckdk",55,76,85,39,80,54,13,78,1,0,20,4,72,88,132,53,124,36
"Bcl10",13,46,39,3,10,14,10,15,9,0,10,0,19,24,17,4,19,2
"Bcl11a",271,207,387,182,240,96,255,287,1,9,109,32,341,438,143,48,505,82
"Bcl11b",582,596,590,22,631,620,443,77,45,40,8,7,630,105,713,142,102,193
"Bcl2",46,7,22,2,44,15,11,9,1,4,0,0,32,5,0,0,16,11
"Bcl2a1a",1,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
"Bcl2a1b",11,4,29,10,0,12,6,0,1,0,0,0,49,12,8,1,10,0
"Bcl2a1c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bcl2a1d",4,4,0,7,8,0,2,4,8,0,0,0,0,0,0,0,8,0
"Bcl2l1",119,193,144,97,174,140,92,178,1,0,84,2,108,231,154,18,271,60
"Bcl2l10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bcl2l11",8,44,4,6,2,27,1,27,0,0,0,0,9,2,23,1,24,2
"Bcl2l12",0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1
"Bcl2l13",70,122,132,43,149,91,47,108,4,1,0,9,93,130,89,9,138,40
"Bcl2l14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bcl2l15",0,0,0,4,0,9,2,0,0,0,0,0,0,0,15,0,2,0
"Bcl2l2",158,159,221,153,146,112,98,262,12,15,46,18,167,194,211,16,320,76
"Bcl3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Bcl6",157,198,275,6,88,153,138,20,13,14,13,21,140,58,201,46,49,81
"Bcl6b",0,6,1,0,4,9,9,7,0,0,0,0,1,9,5,0,7,2
"Bcl7a",167,389,321,169,160,223,101,204,12,18,105,2,244,230,351,40,264,99
"Bcl7b",72,83,102,27,58,66,27,69,14,5,0,0,82,61,170,5,148,37
"Bcl7c",16,37,36,23,24,9,7,22,0,0,30,0,17,46,57,4,34,24
"Bcl9",152,105,150,95,158,56,107,138,1,12,15,2,208,228,94,20,247,61
"Bcl9l",88,155,128,63,141,59,53,80,7,5,23,0,155,64,117,3,70,24
"Bclaf1",155,389,248,119,261,240,97,210,19,15,41,32,302,239,364,5,348,112
"Bco1",3,3,4,0,4,2,0,6,0,1,0,0,1,0,1,0,1,0
"Bco2",4,6,2,15,2,3,5,0,0,0,0,0,13,0,13,0,4,2
"Bcor",70,93,88,29,80,74,61,16,3,0,23,0,102,27,98,14,75,18
"Bcorl1",36,75,116,23,149,49,41,67,1,6,12,0,101,81,73,3,81,16
"Bcr",718,304,991,69,640,257,414,143,16,22,61,11,970,164,228,103,253,115
"Bcs1l",34,41,67,9,14,29,16,36,2,0,35,1,14,86,13,0,31,29
"Bdh1",65,87,130,63,100,51,48,106,17,28,24,1,125,96,78,8,150,35
"Bdh2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Bdkrb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bdkrb2",0,5,0,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0
"Bdnf",64,285,170,120,177,133,90,202,4,25,63,40,118,192,194,11,385,81
"Bdp1",66,83,111,28,56,109,109,67,3,1,30,14,90,76,102,11,81,22
"Bean1",34,15,22,7,21,3,15,5,3,3,6,4,2,15,2,1,41,8
"Becn1",220,287,284,130,224,189,84,233,5,7,137,42,272,305,286,44,389,117
"Begain",266,143,482,214,469,66,100,452,9,7,123,4,269,417,202,31,675,69
"Bend3",24,29,34,32,37,4,11,20,0,0,0,0,12,31,10,0,8,5
"Bend4",9,44,42,21,16,22,25,30,1,9,11,4,18,17,29,0,41,14
"Bend5",3,1,14,6,19,3,7,1,0,0,12,0,9,7,0,0,12,1
"Bend6",91,88,119,95,92,63,55,113,1,0,47,26,97,155,149,14,190,40
"Bend7",0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,6,10
"Best1",0,9,9,0,6,6,0,4,0,0,0,0,18,0,0,0,2,0
"Best2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Best3",0,5,0,0,0,9,0,0,4,0,0,35,0,4,18,0,5,3
"Bet1",15,26,39,19,19,4,3,25,0,0,27,0,8,33,24,13,35,14
"Bet1l",39,53,75,32,34,15,24,78,4,0,12,0,96,51,69,14,103,17
"Bex1",107,75,90,8,78,22,20,17,7,0,1,0,67,16,51,23,23,13
"Bex2",249,574,427,202,177,237,96,275,19,12,80,19,196,269,501,10,479,205
"Bex4",20,40,39,8,77,15,3,7,3,0,0,1,4,13,11,0,6,11
"Bex6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bfar",43,53,122,10,84,55,32,78,5,31,51,0,49,97,65,5,131,14
"Bfsp1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Bfsp2",0,1,0,0,0,7,0,1,0,0,0,0,9,17,0,0,4,2
"Bglap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bglap2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bglap3",1,15,7,0,0,12,0,0,0,0,0,0,0,7,13,0,1,1
"Bgn",4,7,4,0,7,2,1,3,0,0,0,1,0,5,0,0,15,17
"Bhlha15",5,0,1,0,0,12,2,0,0,5,0,0,9,2,0,0,3,1
"Bhlha9",2,10,14,5,0,0,0,9,1,0,0,0,0,38,4,0,14,2
"Bhlhb9",105,166,121,40,105,120,71,90,5,5,19,0,130,124,263,21,147,66
"Bhlhe22",83,548,146,84,132,434,89,193,33,13,33,4,78,168,753,3,256,207
"Bhlhe23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bhlhe40",302,309,537,63,437,149,279,180,0,36,10,1,367,98,316,51,177,109
"Bhlhe41",150,225,421,37,306,213,170,43,43,18,72,21,193,47,135,30,64,66
"Bhmt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bhmt2",0,1,1,1,5,1,3,3,0,0,1,0,4,8,1,0,6,1
"Bicc1",0,2,1,15,1,2,4,30,12,0,1,1,0,24,1,2,31,2
"Bicd1",86,104,47,62,66,67,54,93,1,0,9,3,56,83,108,6,141,27
"Bicd2",140,204,303,52,129,177,97,238,11,27,13,4,212,216,161,31,314,88
"Bid",13,5,20,26,6,0,16,68,0,0,0,0,9,48,0,11,62,4
"Bik",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bin1",438,550,944,300,416,368,228,813,23,16,257,52,424,910,843,27,1256,227
"Bin2",15,8,8,5,1,0,4,1,3,0,0,0,2,0,5,0,8,13
"Bin3",26,37,25,28,10,21,8,37,1,1,0,0,19,67,15,0,47,12
"Birc2",40,50,70,28,45,51,17,29,1,10,30,0,85,48,90,14,76,17
"Birc3",16,5,32,0,26,18,7,8,0,0,0,0,15,0,20,0,17,2
"Birc5",1,6,2,0,1,10,3,10,1,0,0,0,11,37,7,0,4,3
"Birc6",219,379,462,115,354,514,218,260,22,16,56,2,358,325,548,59,495,108
"Birc7",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Bivm",26,64,55,20,22,17,30,42,0,3,4,16,20,73,28,1,75,16
"Blcap",95,115,182,76,48,106,51,206,3,33,26,1,147,193,250,10,345,41
"Blk",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blm",0,0,1,13,6,16,4,3,0,0,0,0,0,4,0,3,18,2
"Blmh",32,159,46,103,63,71,22,117,1,12,15,1,15,124,189,12,151,29
"Blnk",17,19,9,2,0,5,1,23,3,9,0,17,2,20,24,5,31,7
"Bloc1s1",33,42,18,27,11,5,12,33,0,0,4,2,50,52,56,0,53,24
"Bloc1s2",25,41,79,0,14,21,14,32,2,1,13,1,18,70,85,1,54,24
"Bloc1s3",14,20,34,41,44,13,8,50,0,0,31,0,9,16,1,1,31,2
"Bloc1s4",47,51,40,17,34,13,1,32,0,0,16,0,51,42,49,4,43,11
"Bloc1s5",4,26,17,21,4,16,3,31,0,0,0,0,0,9,42,0,14,7
"Bloc1s6",45,65,61,27,37,20,12,38,0,0,45,0,48,44,32,36,90,23
"Blvra",18,26,21,2,26,8,1,18,0,0,0,0,0,11,7,0,15,2
"Blvrb",4,5,2,3,3,10,0,17,0,0,0,0,0,0,0,0,19,11
"Blzf1",9,28,24,14,26,19,5,45,1,9,0,0,38,27,15,7,55,20
"Bmf",2,15,25,0,0,4,0,0,0,0,0,0,31,0,0,0,0,2
"Bmi1",79,156,131,31,41,130,61,96,11,0,21,0,51,64,102,11,113,28
"Bmp1",228,596,347,41,356,552,71,92,20,0,10,6,214,115,558,35,174,90
"Bmp10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bmp15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bmp2",3,0,0,4,10,0,7,8,0,0,0,0,12,9,0,0,12,0
"Bmp2k",28,24,28,10,29,12,27,43,7,2,8,1,92,13,7,2,45,24
"Bmp3",17,6,6,15,10,0,2,1,3,0,0,10,0,6,0,0,3,6
"Bmp4",0,6,3,0,2,1,2,0,0,0,3,1,1,8,0,0,1,1
"Bmp5",2,13,24,5,9,7,0,16,0,0,0,0,0,8,32,0,2,4
"Bmp6",3,4,0,0,0,2,0,12,0,0,0,0,0,0,0,0,1,0
"Bmp7",8,8,13,1,19,6,1,28,2,0,0,2,0,15,0,1,15,1
"Bmp8a",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bmp8b",0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0
"Bmper",1,13,0,0,0,0,0,0,2,0,0,0,0,2,0,0,5,0
"Bmpr1a",56,133,66,28,119,63,62,97,2,2,1,6,86,50,64,27,111,35
"Bmpr1b",24,15,16,17,9,10,5,14,0,0,6,0,0,19,11,0,18,2
"Bmpr2",325,264,468,198,376,449,448,339,9,3,38,20,420,361,461,101,597,122
"Bms1",35,97,74,17,39,55,34,106,2,5,30,1,85,69,149,8,171,42
"Bmt2",209,192,524,261,554,241,324,267,292,277,614,1636,569,248,436,554,261,319
"Bmx",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Bmyc",116,68,85,36,93,30,33,74,7,1,38,2,71,86,57,9,123,34
"Bnc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bnc2",1,3,3,0,1,0,0,6,0,0,0,0,0,0,1,0,7,0
"Bnip1",36,35,34,27,34,19,9,20,0,33,24,0,0,19,37,3,35,14
"Bnip2",40,76,91,21,33,37,15,52,1,0,8,0,67,29,73,0,38,16
"Bnip3",94,125,161,107,137,84,60,247,8,0,69,1,89,291,124,17,307,52
"Bnip3l",148,181,260,119,195,133,107,209,30,11,97,2,227,181,399,48,271,77
"Bnipl",0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Boc",51,16,14,47,63,25,19,25,1,7,0,0,33,62,38,5,55,9
"Bod1",87,100,178,113,88,83,71,160,2,14,97,9,99,187,148,0,211,71
"Bod1l",117,172,199,61,79,159,82,136,5,19,36,1,100,159,168,40,202,49
"Bok",120,53,55,363,31,39,15,786,7,5,210,16,11,514,58,2,843,72
"Bola1",1,13,14,8,14,4,4,3,0,0,0,0,14,12,8,20,30,2
"Bola2",33,21,25,19,6,14,13,49,0,7,0,0,27,68,21,0,62,33
"Bola3",15,16,52,26,26,0,16,14,0,0,0,5,35,68,14,11,24,18
"Boll",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Bop1",143,221,207,56,136,161,78,127,10,6,18,3,179,217,294,1,235,51
"Bora",18,19,5,3,9,33,3,17,0,0,0,0,16,1,0,0,7,4
"Borcs5",37,76,88,29,36,67,44,98,11,2,23,0,20,85,98,1,133,23
"Borcs6",59,31,64,35,56,55,50,34,5,0,1,0,42,36,16,2,85,15
"Borcs7",37,40,24,27,45,39,21,57,6,29,52,2,55,80,83,27,81,19
"Borcs8",9,49,107,15,42,25,4,39,2,0,30,0,12,73,23,0,66,24
"Bpgm",97,90,69,60,69,19,21,77,2,13,104,0,61,74,124,9,186,24
"Bphl",37,39,31,9,35,44,9,29,4,0,16,0,28,34,68,1,68,18
"Bpi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bpifa1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bpifa2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bpifa3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bpifa5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bpifa6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bpifb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bpifb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bpifb3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bpifb4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bpifb5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bpifb6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bpifb9a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Bpifb9b",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
"Bpifc",0,14,2,0,0,11,6,0,0,0,0,0,0,0,0,0,0,3
"Bpnt1",81,106,178,37,101,42,59,105,4,9,22,1,37,112,68,13,160,33
"Bptf",293,456,471,137,349,594,234,278,14,27,34,4,420,320,570,105,426,174
"Braf",350,279,580,229,408,394,437,370,10,7,99,7,354,435,313,162,511,132
"Brap",89,145,140,91,167,100,83,109,5,2,22,21,152,222,178,1,276,72
"Brat1",48,59,84,6,91,63,24,59,0,7,1,0,70,54,37,15,121,15
"Brca1",0,12,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"Brca2",1,24,26,2,14,56,5,4,0,0,0,0,19,11,30,0,25,1
"Brcc3",46,36,54,53,66,39,19,57,1,7,36,0,49,73,71,14,122,18
"Brd1",116,157,177,76,65,120,124,91,4,1,4,3,132,162,191,13,150,74
"Brd2",381,594,504,189,432,350,337,285,30,26,130,17,492,362,421,50,571,193
"Brd3",91,151,103,54,94,102,108,82,6,0,45,2,84,59,88,21,105,69
"Brd4",218,390,315,126,257,285,196,264,15,36,70,8,156,216,342,35,417,98
"Brd7",62,107,96,42,95,79,20,63,5,2,2,0,55,62,101,6,99,24
"Brd8",80,159,208,53,48,83,37,93,1,26,34,3,92,177,177,4,131,48
"Brd9",344,145,703,133,391,87,247,195,8,34,26,3,299,271,185,74,302,70
"Brdt",42,30,78,29,58,33,29,35,1,8,27,1,29,43,54,0,60,8
"Bre",55,40,55,38,44,44,26,71,7,0,35,0,44,109,30,28,114,28
"Brf1",100,100,105,51,121,68,32,53,3,20,16,0,129,50,66,9,106,22
"Brf2",27,21,34,15,41,4,27,36,0,3,0,0,100,58,32,19,67,32
"Bri3",91,105,154,33,58,30,25,57,4,0,21,0,74,79,33,19,144,22
"Bri3bp",198,225,262,167,294,201,172,344,21,26,64,0,232,305,174,20,531,86
"Bricd5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"Brinp1",495,440,779,462,603,310,313,1060,12,32,252,30,583,1163,474,98,1948,189
"Brinp2",159,37,198,192,180,24,118,296,2,0,32,0,154,301,43,22,401,36
"Brinp3",16,18,10,0,2,12,6,19,0,0,0,29,0,1,1,8,10,5
"Brip1",14,41,13,5,11,20,1,25,0,0,0,0,33,1,30,0,23,6
"Brix1",15,27,28,16,56,19,24,45,0,0,8,0,3,56,27,0,51,6
"Brk1",212,235,259,101,221,118,65,177,26,6,136,2,115,333,177,10,372,77
"Brms1",15,49,43,15,42,47,17,41,0,0,26,0,40,68,23,0,126,9
"Brms1l",66,114,212,29,70,76,43,71,5,15,29,1,54,121,138,13,159,64
"Brox",158,108,164,76,133,113,57,106,5,2,49,0,95,107,119,41,201,25
"Brpf1",62,205,103,33,127,159,79,73,1,1,41,0,85,96,125,2,122,52
"Brpf3",50,110,91,37,73,113,62,34,3,0,1,1,49,101,187,10,82,34
"Brs3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brsk1",750,400,890,341,921,394,304,712,20,18,141,52,541,780,461,24,965,249
"Brsk2",302,410,457,254,481,324,227,445,22,8,152,2,454,474,416,54,701,134
"Brwd1",251,395,439,215,220,346,197,271,22,17,125,19,369,312,657,36,399,169
"Brwd3",16,49,70,17,6,52,15,39,1,0,0,0,7,68,90,0,52,12
"Bscl2",155,104,167,86,109,42,43,188,3,1,9,0,117,209,69,32,313,45
"Bsdc1",101,215,150,31,146,51,67,75,7,14,24,1,127,93,116,37,169,48
"Bsg",551,490,673,426,538,255,151,703,22,34,326,8,470,945,358,30,1721,215
"Bsn",646,796,881,1121,612,1049,851,1857,83,54,640,14,1060,1690,1385,86,3391,327
"Bsnd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bsph1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bsph2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bspry",0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Bst1",2,0,5,0,7,1,0,15,0,0,0,1,0,4,0,1,4,0
"Bst2",0,2,0,4,13,3,3,3,0,0,0,0,4,10,1,0,7,2
"Bsx",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Btaf1",125,212,133,81,90,308,103,149,2,37,28,7,96,132,267,11,143,95
"Btbd1",231,153,307,78,127,138,162,197,13,24,62,36,125,212,251,61,322,84
"Btbd10",108,113,110,66,117,70,80,104,6,2,38,4,72,87,62,17,184,33
"Btbd11",26,23,62,11,6,6,5,50,0,0,0,0,0,33,18,1,28,22
"Btbd16",5,6,1,6,0,4,9,9,2,0,0,0,0,15,16,8,3,7
"Btbd17",14,23,26,0,26,29,0,13,1,1,1,9,21,11,1,4,13,4
"Btbd18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Btbd19",20,4,14,1,7,0,2,8,0,0,34,0,2,18,35,0,8,1
"Btbd2",149,180,171,134,203,141,96,148,6,3,46,21,198,300,186,52,325,77
"Btbd3",178,1104,234,127,268,932,182,205,59,7,95,106,176,202,1071,20,307,329
"Btbd6",82,55,101,50,118,19,31,70,2,18,56,1,65,85,85,0,179,25
"Btbd7",17,21,0,11,45,54,7,21,0,0,0,1,6,6,21,0,41,12
"Btbd9",344,523,538,198,420,445,191,193,29,4,40,31,327,234,569,58,425,175
"Btc",0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,2,1
"Btd",0,24,0,11,8,4,2,0,0,0,0,0,1,12,9,0,20,2
"Btf3",92,343,184,81,153,146,48,142,12,16,112,29,102,127,300,10,207,88
"Btf3l4",80,148,147,78,107,84,72,132,13,5,145,6,90,146,113,7,186,54
"Btg1",82,228,121,40,80,90,37,36,14,0,24,21,26,33,185,7,66,56
"Btg1-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Btg1-ps2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Btg2",175,433,198,141,211,274,83,146,15,0,7,75,74,88,368,26,194,112
"Btg3",45,32,45,0,21,0,21,28,9,0,0,0,6,32,22,14,43,8
"Btg4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Btk",0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Btla",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Btn1a1",0,0,10,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"Btn2a2",0,0,0,0,0,0,0,5,0,0,0,0,5,2,0,0,8,0
"Btnl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Btnl10",3,7,1,0,0,10,0,4,0,0,0,0,6,6,20,0,7,1
"Btnl2",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Btnl4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Btnl6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Btnl9",3,5,0,4,7,11,0,2,0,0,0,0,1,6,2,0,1,0
"Btrc",182,277,250,82,229,173,107,171,16,26,145,1,327,201,282,45,352,76
"Bub1",0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0
"Bub1b",5,30,16,2,0,21,7,8,2,0,0,0,19,15,0,0,1,0
"Bub3",105,110,190,127,85,61,50,137,10,5,7,14,82,135,124,15,183,52
"Bud13",8,27,11,0,0,4,14,18,0,0,0,1,0,0,14,0,16,21
"Bud31",28,64,66,13,27,25,15,94,0,0,48,0,32,48,29,0,79,40
"Bves",5,13,12,5,0,31,6,0,0,0,0,0,2,19,0,0,25,0
"Bysl",70,60,61,34,71,35,28,52,0,0,29,17,1,133,60,10,125,20
"Bzrap1",500,1444,865,215,664,1078,376,630,44,37,157,62,689,943,1722,94,855,362
"Bzw1",233,321,438,124,209,181,174,328,28,0,104,23,340,337,260,58,424,113
"Bzw2",78,102,100,41,20,63,24,46,5,3,16,1,71,74,98,3,69,12
"C030005K15Rik",0,0,13,3,0,1,1,1,0,0,0,0,0,0,0,0,2,0
"C030048H21Rik",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"C130026I21Rik",0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1
"C130032M10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C130050O18Rik",0,2,0,0,0,8,0,0,0,0,0,0,0,4,2,0,0,0
"C130060K24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C130073F10Rik",0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2
"C130074G19Rik",5,26,17,0,5,5,5,8,0,0,12,1,24,38,13,2,27,9
"C130079G13Rik",0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0
"C1d",20,70,69,18,52,39,10,68,0,1,33,0,56,85,55,7,81,8
"C1galt1",19,36,37,2,22,46,6,23,7,1,11,0,7,19,66,12,34,23
"C1galt1c1",32,13,30,14,29,15,29,33,0,0,0,0,59,28,49,0,41,10
"C1qa",84,24,70,6,79,12,15,42,10,4,0,0,95,25,68,4,49,24
"C1qb",105,41,107,32,170,50,19,30,3,3,34,0,92,31,35,0,76,36
"C1qbp",103,120,213,78,68,46,35,77,18,7,26,0,69,80,66,10,174,43
"C1qc",99,28,47,30,120,66,9,20,1,9,0,0,74,32,42,1,42,14
"C1ql1",23,17,32,4,35,3,2,24,0,0,0,0,0,15,4,0,20,12
"C1ql2",2,926,0,9,0,564,13,2,14,0,6,11,3,13,896,1,12,199
"C1ql3",115,635,120,0,112,467,94,1,23,28,3,41,136,5,826,9,12,214
"C1ql4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1qtnf1",0,0,2,0,0,2,0,2,0,0,0,0,0,5,1,0,1,0
"C1qtnf2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1qtnf3",0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,2,2
"C1qtnf4",444,639,676,59,716,442,214,128,42,7,53,84,501,91,598,64,192,205
"C1qtnf5",12,3,18,0,27,5,9,4,0,0,14,0,24,3,0,0,18,5
"C1qtnf6",0,6,0,8,5,0,0,0,0,0,0,0,12,1,20,0,4,1
"C1qtnf7",0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,0
"C1qtnf9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"C1ra",0,0,0,0,15,0,0,13,5,0,0,0,0,3,0,0,26,1
"C1rb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1rl",3,0,1,0,9,1,9,0,1,0,0,0,0,0,0,0,4,0
"C1s1",0,0,2,10,0,0,0,7,0,0,0,0,0,7,0,0,4,0
"C1s2",0,1,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0
"C2",0,0,0,0,14,1,0,0,0,0,0,0,0,20,0,0,3,1
"C2cd2",14,62,38,7,5,32,11,22,0,0,0,0,11,32,65,0,44,17
"C2cd2l",325,612,527,152,423,478,228,294,40,19,213,83,387,508,837,37,687,182
"C2cd3",82,64,104,16,67,67,53,25,5,0,12,2,129,20,153,10,91,37
"C2cd4a",0,32,7,1,10,7,0,9,1,0,0,13,0,10,21,0,3,6
"C2cd4b",17,117,33,13,56,56,52,21,0,17,0,12,36,30,102,0,59,26
"C2cd4c",4,86,24,21,11,19,8,7,9,2,0,2,16,31,50,0,45,24
"C2cd4d",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"C2cd5",145,273,263,80,107,192,76,208,9,10,75,16,176,163,265,9,297,77
"C3",0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"C330007P06Rik",53,68,185,24,105,70,55,67,3,24,47,10,88,49,64,13,107,67
"C330018D20Rik",18,0,19,7,19,2,4,20,0,0,0,0,0,12,0,0,18,2
"C330021F23Rik",0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"C330027C09Rik",12,8,9,0,6,3,2,0,0,0,0,0,26,11,0,0,6,1
"C3ar1",14,12,25,4,2,23,4,15,1,0,4,0,37,1,3,0,25,5
"C430049E01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"C4b",26,87,79,37,45,29,25,29,0,0,0,0,89,69,85,6,34,12
"C4bp",0,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,8,0
"C530008M17Rik",147,104,298,141,220,79,152,307,9,12,24,1,239,319,136,37,415,55
"C530025M09Rik",0,0,0,7,0,0,0,0,1,0,0,0,0,0,8,0,1,0
"C5ar1",16,5,27,0,22,17,9,0,0,0,0,0,26,14,0,0,16,7
"C5ar2",3,7,7,8,1,4,10,9,4,2,19,12,23,21,13,3,7,8
"C6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"C7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C730034F03Rik",0,5,2,0,2,4,8,2,1,0,0,0,2,2,0,0,1,0
"C77080",3,7,0,12,0,3,3,16,3,0,0,0,0,40,0,0,40,4
"C77370",66,134,125,49,79,119,95,91,4,9,7,2,127,76,185,53,197,55
