"","142C_CA1","142C_DG","143C_CA1","143C_DG","143C-CA1-1","143D-CA1-3","143D-DG-3","144C-CA1-2","144C-CA3-2","144C-DG-2","144D-CA3-2","144D-DG-2","146C-CA1-4","146C-DG-4","146D-CA1-3","146D-CA3-3","146D-DG-3","147C-CA1-3","147C-CA3-3","147C-DG-3","147D-CA3-1","147D-DG-1"
"2610020H08Rik",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"2610021A01Rik",43,10,36,56,19,4,17,46,3,25,11,42,30,4,4,16,0,31,32,50,24,153
"2610028H24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2610042L04Rik",0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,5
"2610044O15Rik8",28,13,45,21,13,8,5,30,6,10,7,32,6,5,0,14,0,16,24,25,20,56
"2610301B20Rik",60,56,78,73,44,15,26,49,15,37,23,92,24,8,0,46,0,56,44,79,46,236
"2610318N02Rik",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,2,4,0,12,0
"2610507B11Rik",974,878,1563,622,316,122,210,597,201,374,370,791,317,76,76,554,5,558,1298,867,773,2229
"2610524H06Rik",42,48,64,37,14,12,10,34,13,20,22,39,17,2,0,6,6,28,39,36,78,217
"2610528A11Rik",0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2610528J11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2700049A03Rik",19,15,29,20,7,2,2,13,4,8,2,24,5,2,0,11,2,9,32,22,5,77
"2700060E02Rik",202,54,260,215,99,46,53,140,48,84,96,251,43,34,19,151,2,128,183,189,217,581
"2700062C07Rik",22,36,86,67,18,1,10,34,25,12,13,37,7,6,2,14,1,21,33,36,20,253
"2700081O15Rik",121,100,259,90,71,24,32,90,15,63,35,122,44,13,3,59,2,75,78,109,98,317
"2700094K13Rik",0,1,1,0,3,0,1,7,2,1,4,3,0,0,0,1,0,4,10,4,6,8
"2700097O09Rik",15,0,6,9,6,4,6,25,9,8,13,14,6,2,0,22,0,10,12,26,11,57
"2810004N23Rik",15,16,66,11,41,9,16,25,11,22,18,63,4,1,0,38,0,55,63,41,40,134
"2810006K23Rik",29,25,27,10,5,6,6,33,7,9,9,29,4,2,1,8,0,13,19,26,19,41
"2810021J22Rik",34,9,30,1,3,6,4,8,0,7,6,18,4,2,0,8,0,10,63,16,4,103
"2810403A07Rik",72,65,81,66,23,14,29,34,12,41,26,87,16,8,1,27,2,42,64,91,61,251
"2810408A11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2810417H13Rik",2,24,0,11,6,0,10,0,0,5,5,4,3,0,0,0,0,7,7,18,0,37
"2810428I15Rik",46,7,64,6,34,16,18,40,12,20,47,63,14,1,0,19,5,35,85,29,61,73
"2810459M11Rik",49,9,20,38,7,0,2,29,2,2,12,18,2,0,8,9,0,16,34,24,12,57
"2810474O19Rik",13,5,12,11,1,1,2,2,1,4,2,7,4,0,0,5,0,3,7,7,2,31
"2900011O08Rik",219,148,353,107,112,64,47,184,104,120,165,307,51,35,17,144,8,151,278,223,338,718
"2900026A02Rik",440,141,635,130,174,71,27,233,44,59,163,127,145,12,16,291,1,203,200,152,313,279
"2900055J20Rik",35,166,114,48,29,22,20,39,14,53,3,70,21,11,0,2,0,51,64,91,33,284
"2900092C05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3010026O09Rik",1,4,25,0,3,3,1,8,1,6,9,14,1,5,2,10,0,7,0,4,7,14
"3100002H09Rik",73,0,16,0,7,0,0,2,0,0,0,0,2,0,21,0,0,25,0,0,0,0
"3110001I22Rik",11,2,12,37,0,0,5,4,0,5,2,9,7,4,0,0,0,3,23,13,11,61
"3110002H16Rik",58,32,32,23,28,12,17,33,18,15,18,44,6,2,0,27,5,31,48,41,70,99
"3110009E18Rik",0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,3
"3110018I06Rik",19,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,6,16
"3110021N24Rik",14,4,2,21,3,9,0,2,0,4,5,5,3,0,0,0,0,7,2,10,20,18
"3110035E14Rik",1949,215,2899,169,852,519,68,1150,189,96,519,236,485,41,183,803,7,1232,632,206,479,601
"3110040N11Rik",13,9,6,10,8,0,4,10,4,4,8,14,0,0,0,2,0,12,0,4,30,9
"3110043O21Rik",27,55,74,19,17,10,10,28,6,23,12,49,16,4,5,35,3,21,48,48,15,185
"3110062M04Rik",0,3,2,3,2,0,0,4,2,2,1,6,0,0,1,2,0,5,3,2,7,12
"3110070M22Rik",5,1,12,1,8,0,0,7,8,2,2,2,0,0,0,1,0,12,7,1,9,23
"3110079O15Rik",0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0
"3110082I17Rik",13,16,7,21,8,0,1,5,1,25,12,22,2,4,0,21,0,12,8,23,10,78
"3110082J24Rik",0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,10,0,2,15,0,0,6
"3300002I08Rik",1,0,13,0,3,0,0,2,0,2,0,2,0,0,0,16,0,6,9,5,0,9
"3425401B19Rik",15,21,14,20,3,0,0,13,0,3,0,11,14,0,0,0,0,4,0,3,0,13
"3632451O06Rik",32,2,80,13,28,2,0,30,24,0,39,8,22,0,0,67,0,42,85,4,76,2
"3830403N18Rik",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3830406C13Rik",44,8,56,24,10,8,4,39,19,10,21,21,12,0,0,31,0,12,46,25,34,59
"3830408C21Rik",33,0,4,0,0,0,0,1,0,0,1,14,0,0,2,0,0,6,0,8,0,17
"3830417A13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4430402I18Rik",7,6,26,11,4,3,1,4,1,3,4,4,0,1,0,3,0,4,4,6,7,35
"4833420G17Rik",199,205,256,261,70,27,61,119,39,108,44,256,24,28,14,42,13,92,214,200,120,542
"4833423E24Rik",0,0,0,23,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,2
"4833427G06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4833439L19Rik",72,59,139,50,50,18,18,71,25,39,52,90,15,13,3,41,2,73,121,74,107,228
"4921501E09Rik",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"4921504E06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4921507P07Rik",0,0,0,0,1,0,0,6,0,0,10,1,0,0,0,0,0,5,13,4,8,0
"4921508M14Rik",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4921509C19Rik",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4921511C20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4921511H03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4921511M17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4921513D11Rik",0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,2,0,3,0,0
"4921513I03Rik",11,14,9,1,3,0,3,0,4,0,6,11,3,0,0,0,0,5,13,12,0,34
"4921517D22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4921524J17Rik",16,25,40,34,11,2,8,16,2,13,14,49,4,0,7,5,0,22,16,34,11,68
"4921524L21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4921528I07Rik",20,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4921530L21Rik",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0
"4921536K21Rik",3,10,13,7,5,0,1,4,1,2,8,6,0,0,0,3,0,2,4,14,0,13
"4921539E11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4922502D21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930402F06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930402H24Rik",103,62,113,85,26,11,16,58,14,28,27,57,17,4,6,45,1,51,88,64,60,164
"4930402K13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930404H24Rik",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930404N11Rik",0,0,4,0,4,0,4,0,0,1,3,2,0,2,0,0,0,1,0,2,6,26
"4930407I10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930408O17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4930412O13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930415F15Rik",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4930415L06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930415O20Rik",0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,5,1
"4930426L09Rik",0,0,9,0,0,0,2,1,0,0,0,0,0,0,0,18,0,0,1,3,10,0
"4930427A07Rik",4,0,0,0,1,0,0,0,0,0,1,1,1,0,0,4,0,1,4,1,9,3
"4930430A15Rik",0,2,6,2,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,8,8
"4930430F08Rik",70,22,95,18,31,15,9,42,18,16,19,53,21,0,10,48,8,49,14,36,104,148
"4930432K21Rik",0,4,2,4,2,0,1,1,1,3,1,0,0,0,0,2,0,2,0,2,0,12
"4930432M17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930433I11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930435E12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930438A08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930442H23Rik",1,0,14,1,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,4,0,0
"4930444G20Rik",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4930444P10Rik",5,3,4,10,0,0,1,3,0,3,1,1,0,0,0,1,0,1,0,3,2,5
"4930447A16Rik",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0
"4930447C04Rik",24,5,18,6,3,1,1,6,3,0,6,4,4,0,0,11,0,7,13,4,10,5
"4930447F04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930449I24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930451G09Rik",16,0,14,0,8,0,0,6,0,6,2,16,3,0,0,0,0,5,31,4,0,31
"4930451I11Rik",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930452B06Rik",0,11,16,9,8,9,5,21,7,15,22,29,5,7,0,33,0,7,15,29,23,37
"4930453N24Rik",193,68,120,115,70,15,17,50,33,53,34,67,49,3,13,79,0,87,132,89,100,383
"4930455H04Rik",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"4930467E23Rik",0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,11,11,5
"4930470P17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4930474N05Rik",6,1,14,6,0,0,0,2,4,1,0,0,0,0,0,0,0,2,2,2,0,4
"4930480E11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930486L24Rik",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,2,2,0
"4930502E18Rik",0,0,2,0,0,0,0,0,3,3,0,2,0,0,0,6,0,0,0,0,0,0
"4930503B20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930503E14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930503L19Rik",5,13,16,5,3,1,4,5,1,6,1,16,4,2,0,6,0,5,8,12,10,36
"4930504O13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930505A04Rik",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0
"4930507D05Rik",0,0,8,0,2,0,0,1,4,2,2,3,0,0,0,0,0,1,0,10,0,6
"4930512M02Rik",24,54,39,52,6,0,3,8,1,5,9,23,3,3,0,0,1,3,24,31,4,57
"4930513O06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930516K23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930518I15Rik",19,12,8,20,1,0,10,0,4,2,4,6,0,0,0,2,0,3,17,5,20,15
"4930519G04Rik",0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
"4930519P11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930522H14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930522L14Rik",0,2,8,0,0,0,2,0,1,2,2,6,2,0,0,0,0,0,11,6,9,10
"4930523C07Rik",29,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
"4930524B15Rik",0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0
"4930524J08Rik",0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,3,0,0,0,36
"4930524N10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930533K18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930535I16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930538K18Rik",14,8,6,25,3,10,4,2,0,5,10,6,4,0,0,0,0,4,6,2,2,28
"4930539E08Rik",66,39,67,80,7,26,14,52,4,12,27,51,9,2,0,36,0,30,17,62,27,126
"4930544D05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4930544G11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930546C10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930548H24Rik",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4930549C01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930550C14Rik",0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"4930550L24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930553M12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930555G01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930556J24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930557A04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930558C23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930558K02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930562C15Rik",11,10,6,8,1,0,2,3,0,2,1,8,3,2,1,1,0,2,6,8,4,17
"4930563D23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930563I02Rik",8,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2
"4930563M21Rik",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930564D02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930567H17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930568D16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930572O03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930578C19Rik",12,0,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4
"4930578G10Rik",24,12,6,1,0,2,2,4,3,4,1,18,0,2,0,6,0,5,8,13,0,24
"4930578I06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930579F01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930579G24Rik",0,3,16,0,0,2,4,2,1,0,3,4,3,0,0,0,0,0,9,8,11,15
"4930583I09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930590J08Rik",0,6,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
"4930595D18Rik",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"4930595M18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930596D02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4931400O07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4931406B18Rik",4,8,3,7,0,0,0,1,0,1,0,1,1,0,0,0,0,2,3,2,0,4
"4931406C07Rik",23,9,35,19,9,3,4,12,5,4,10,13,2,1,2,6,0,20,29,16,13,60
"4931406P16Rik",46,71,50,37,15,5,15,25,7,15,26,34,20,4,0,49,0,25,73,63,20,87
"4931408C20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4931409K22Rik",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4931414P19Rik",0,0,27,13,8,0,8,3,7,1,4,10,12,0,8,0,0,16,5,10,9,16
"4931417E11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4931422A03Rik",6,0,14,0,3,0,0,2,0,7,0,13,9,0,0,0,0,0,3,8,0,38
"4931423N10Rik",0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
"4931428F04Rik",39,57,34,22,12,13,6,10,6,14,17,28,17,5,0,16,0,19,46,36,20,88
"4931428L18Rik",4,8,6,1,1,0,4,0,0,1,0,4,1,3,0,4,0,2,2,9,6,34
"4931429L15Rik",0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,6
"4931431F19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4931440F15Rik",19,0,9,19,2,0,5,17,1,4,1,2,7,0,0,3,0,5,25,16,0,11
"4932411E22Rik",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4932411N23Rik",0,0,2,0,0,0,1,1,0,3,0,0,0,0,7,6,0,0,0,0,0,0
"4932414N04Rik",6,9,9,0,1,0,2,2,0,3,2,5,4,1,3,3,0,1,12,7,1,13
"4932415D10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"4932429P05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4932438A13Rik",119,102,221,74,38,17,18,67,15,47,20,85,42,5,11,52,2,67,82,76,63,170
"4932438H23Rik",0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,2,2,1,0,0
"4932443I19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933400A11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933402D24Rik",0,8,6,9,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,7,0,41
"4933402E13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933402J07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933402N03Rik",0,1,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0
"4933402N22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933402P03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933403O08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933405L10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
"4933405O20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933406M09Rik",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933406P04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,32,0,0,0
"4933407L21Rik",0,6,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,2,0,1,0,2
"4933408B17Rik",0,0,7,0,0,0,1,5,1,0,2,4,2,0,0,4,0,4,2,0,7,6
"4933408J17Rik",0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,8,0,2,0,0
"4933409G03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933411G06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933411K16Rik",8,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0
"4933412E24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933413G19Rik",0,0,2,8,0,0,0,4,0,0,1,11,0,0,0,4,0,1,0,4,0,0
"4933414I15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933415A04Rik",12,1,0,2,0,0,3,1,0,0,6,8,0,0,0,5,0,0,1,8,10,13
"4933415F23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933416C03Rik",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0
"4933417A18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933421I07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933424G06Rik",0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2
"4933425L06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933427D14Rik",90,56,110,35,22,6,18,30,13,30,14,47,25,8,10,21,0,46,38,65,35,172
"4933427I04Rik",12,7,13,0,0,0,2,8,7,8,12,18,0,2,0,7,0,4,12,19,10,25
"4933428G20Rik",105,12,25,11,13,5,18,10,12,2,14,6,0,0,1,19,0,13,36,7,14,26
"4933428M09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933430I17Rik",0,0,0,0,1,0,0,0,0,3,0,3,0,0,0,3,0,1,0,0,0,0
"4933434E20Rik",30,29,56,35,14,15,4,23,11,17,16,37,6,6,3,22,1,18,52,40,40,100
"4933436I01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5031410I06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5031414D18Rik",0,9,0,0,0,0,1,0,0,0,0,4,0,0,0,11,0,4,18,3,0,3
"5031439G07Rik",393,558,497,383,131,75,92,191,100,195,186,380,80,44,32,294,6,213,608,499,333,888
"5330417C22Rik",73,92,106,38,32,13,15,38,7,33,18,75,16,5,4,36,0,36,43,98,34,203
"5330417H12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5430401F13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5430402E10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5430403G16Rik",35,25,22,0,9,6,8,4,0,12,8,24,17,3,0,0,0,17,0,21,15,70
"5430416O09Rik",38,19,17,31,0,0,1,0,0,10,5,8,15,2,0,2,0,1,2,18,10,12
"5430419D17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5430427O19Rik",21,36,21,20,4,1,1,4,0,19,3,6,78,9,15,14,1,1,19,12,13,39
"5530400C23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5530401A14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5730409E04Rik",257,101,347,62,130,49,31,172,92,68,125,154,74,13,46,130,1,142,268,108,248,423
"5730455P16Rik",152,95,236,98,77,25,26,87,32,69,59,120,91,7,15,59,7,102,132,73,141,281
"5730480H06Rik",12,8,8,2,2,4,3,4,3,4,7,7,0,1,0,1,2,2,4,13,4,18
"5730507C01Rik",8,2,4,0,2,0,0,0,0,0,1,1,3,0,0,6,0,2,3,2,1,12
"5730508B09Rik",6,0,6,0,0,0,0,3,0,0,12,1,1,0,0,2,0,3,13,0,8,2
"5730522E02Rik",7,8,4,4,1,0,0,4,0,0,1,0,3,0,0,0,0,2,0,4,0,6
"5730559C18Rik",4,3,7,0,2,0,0,1,3,0,1,2,2,0,0,0,0,1,5,3,2,1
"5730596B20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5830411N06Rik",0,0,2,0,0,0,2,3,0,0,0,1,0,0,0,5,0,0,0,0,0,4
"5830454E08Rik",0,3,0,13,2,0,4,1,0,1,2,7,0,0,0,7,0,1,0,1,14,13
"5830473C10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5930422O12Rik",0,0,0,0,0,0,0,5,2,0,7,0,0,0,0,3,0,1,21,0,5,0
"6030419C18Rik",608,712,790,846,328,148,275,443,328,610,715,1302,195,152,29,487,11,432,1168,887,949,3724
"6030445D17Rik",9,5,7,5,0,0,0,2,4,0,0,3,2,2,0,0,0,4,0,7,2,4
"6030452D12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6030458C11Rik",120,154,272,102,127,63,48,99,30,77,63,234,52,14,18,106,9,91,137,179,164,600
"6030468B19Rik",1,0,0,0,0,0,0,4,0,2,2,1,0,0,0,0,0,0,0,0,3,6
"6030469F06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
